coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_roaster_location;roaster_country;origin_country_clean
Karimiuki Kenya;95.0;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;58.0;76.0;6,17;21.0;Kenya;Madison, Wisconsin;USA;Kenya
Colombia San Pedro;94.0;Denver, Colorado;Acevedo, Huila Department, Colombia;Medium Light;$19.00/12 ounces;56.0;72.0;5,59;19.0;Colombia;Denver, Colorado;USA;Colombia
DR Congo, Gera Village, SOPACDI;94.0;Crystal Lake, Illinois;South Kivu Province, the Democratic Republic of the Congo;Medium Light;$21.00/12 ounces;58.0;76.0;6,17;21.0;Congo;Crystal Lake, Illinois;USA;Democratic Republic of the Congo
El Floral Colombia;95.0;Madison, Wisconsin;Planadas, Tolima Department, Colombia;Medium Light;$21.00/12 ounces;59.0;77.0;6,17;21.0;Colombia;Madison, Wisconsin;USA;Colombia
El Salvador Geisha Natural;94.0;Minneapolis, Minnesota;Chalatenango, El Salvador;Medium Light;$16.95/6 ounces;58.0;74.0;9,96;16.95;Salvador;Minneapolis, Minnesota;USA;El Salvador
Ethiopia Natural Guji Lot D Minor;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $275/8 ounces;58.0;76.0;121,25;275.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Taiwan Natural Alishan Zhuo-Wu Farm Geisha;94.0;Chia-Yi, Taiwan;Alishan, Chaiyi, Taiwan;Medium Light;NT $1,000/4 ounces;56.0;72.0;0,88;;Taiwan;Chia-Yi, Taiwan;Taiwan;Taiwan
All Rise;94.0;Roanoke, Virginia and Floyd, Virginia;Ethiopia, Democratic Republic of the Congo;Medium Light;$20.00/12 ounces;54.0;72.0;5,88;20.0;Congo;Roanoke, Virginia;USA;Democratic Republic of the Congo
Guji Uraga Nitro Cold Brew;94.0;Denver, Colorado;Guji Zone, Oromia region, southern Ethiopia;;$3.99/8-ounce can;0.0;0.0;1,76;;Ethiopia;Denver, Colorado;USA;Ethiopia
Kamoini Black Coffee;94.0;San Francisco, California;Nyeri growing region, south-central Kenya;;$4.00/can;0.0;0.0;;;Kenya;San Francisco, California;USA;Kenya
Ethiopia Nano Challa Cold Brew;94.0;Carbondale, Colorado;Jimma Zone, Oromia State, Ethiopia;;$18.99/50 ounces;0.0;0.0;1,34;18.99;Ethiopia;Carbondale, Colorado;USA;Ethiopia
Brazil Ipanema Black Edition A-41 Red Cherry;94.0;Yilan, Taiwan;Ipanema, Brazil;;NT $200/150 ml. bottle;0.0;0.0;;;Brazil;Yilan, Taiwan;Taiwan;Brazil
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey;94.0;Douliou City, Taiwan;Tobosi, Cartago Province, Costa Rica;Medium Light;NT $450/220 grams;52.0;70.0;204,55;15.873015873015872;Rica;Douliou, Taiwan;Taiwan;Costa Rica
Sudan Rume;94.0;Jersey City, New Jersey;Valle del Cauca growing region, Colombia;Light;$30.00/6 ounces;62.0;80.0;17,64;30.0;Colombia;Jersey, New Jersey;USA;Colombia
Ethiopia Sidama Keramo Village;94.0;Jersey City, New Jersey;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$25.00/12 ounces;60.0;76.0;7,35;25.0;Ethiopia;Jersey, New Jersey;USA;Ethiopia
Red Bourbon Natural Exclusive Reserve;95.0;Captain Cook, Hawaii;North Kona growing district, “Big Island” of Hawaii;Medium Light;$38.00/8 ounces;58.0;76.0;16,75;38.0;Hawaii;Captain Cook, Hawaii;USA;United States
Nano Genji Agaro Gera;94.0;Sacramento, California;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium;$21.00/12 ounces;52.0;68.0;6,17;21.0;Ethiopia;Sacramento, California;USA;Ethiopia
Sumatra Pantan Musara;94.0;Billings, Montana;Aceh Province, Sumatra, Indonesia;Medium Light;$21.00/12 ounces;58.0;74.0;6,17;21.0;Indonesia;Billings, Montana;USA;Indonesia
Kona Classic Black Rock Farm;94.0;Minneapolis, Minnesota;Kona, Big Island of Hawai’i;Medium;$18.95/4 ounces;52.0;68.0;16,71;18.95;;Minneapolis, Minnesota;USA;
Ethiopian Yirgacheffe Natural;94.0;Henderson, Nevada;Yirgacheffe growing region, southern Ethiopia;Medium Light;$20.00/12 ounces;58.0;76.0;5,88;20.0;Ethiopia;Henderson, Nevada;USA;Ethiopia
Colombia Cauca At’e;94.0;Martinez, California;Paéz, Cauca Department, Colombia;Medium Light;$12.00/8 ounces;60.0;78.0;5,29;12.0;Colombia;Martinez, California;USA;Colombia
Sumatra Pantan Musara;94.0;Minneapolis, Minnesota;Pantan Musara, Gayo, Sumatra, Indonesia;Medium Light;$24.95/12 ounces;54.0;72.0;7,33;24.95;Indonesia;Minneapolis, Minnesota;USA;Indonesia
Sumatra Gayo G1 Triple-Picked Lot 005;94.0;Chia-Yi, Taiwan;Aceh Province, Sumatra, Indonesia;Medium Light;NT $225/8 ounces;56.0;74.0;99,21;225.0;Indonesia;Chia-Yi, Taiwan;Taiwan;Indonesia
Nano Genji #4 Espresso;96.0;Madison, Wisconsin;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$18.75/12 ounces;56.0;74.0;5,51;18.75;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ignacio Quintero Colombia;95.0;Madison, Wisconsin;Inza, Cauca Department, Colombia;Medium Light;$18.00/12 ounces;58.0;78.0;5,29;18.0;Colombia;Madison, Wisconsin;USA;Colombia
Esmeralda Estate Panama Geisha;94.0;London, England;Boquete growing region, western Panama;;£50.00/10 capsules;0.0;0.0;;;Panama;London, England;United Kingdom;Panama
Ka’u Giant Maragogipe;94.0;Mountain View, Hawai'i;Ka’u growing region, Big Island of Hawai'i;Medium Light;$35.00/10 ounces;54.0;68.0;12,35;35.0;;Mountain View, Hawaii;USA;
Organic Ethiopia Agaro-Nano Challa;94.0;Minneapolis, Minnesota;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Medium Light;$22.95/12 ounces;58.0;74.0;6,75;22.95;Ethiopia;Minneapolis, Minnesota;USA;Ethiopia
Kerinci Palompek Sumatra;94.0;Madison, Wisconsin;Jambi Province, Sumatra, Indonesia;Medium Light;$17.80/12 ounces;58.0;78.0;5,23;45886.0;Indonesia;Madison, Wisconsin;USA;Indonesia
Kenya Embu Gicherori Factory AA Top;95.0;Yilan, Taiwan;Embu County, Kenya;Medium Light;NT $580/200 grams;58.0;74.0;290;20.458553791887123;Kenya;Yilan, Taiwan;Taiwan;Kenya
Colombia Finca Lord Baltimore Papayo;94.0;Minneapolis, Minnesota;Pitalito, Huila Department, Colombia;Light;$24.95/12 ounces;62.0;80.0;7,33;24.95;Colombia;Minneapolis, Minnesota;USA;Colombia
Mocha Java;96.0;Fort Bragg, California;Sumatra, Ethiopia;Medium;$14.50/12 ounces;52.0;68.0;4,26;45791.0;Ethiopia;Fort Bragg, California;USA;Ethiopia
Ethiopia Shantawene Washed;96.0;Floyd, Virginia;idamo (also Sidama) growing region, southern Ethiopia;Medium Light;$20.99/12 ounces;60.0;78.0;6,17;20.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Organic Suke Quto Ethiopia;95.0;Austin, Texas;Guji Zone, Oromia Region, south-central Ethiopia;Medium Light;$19.00/12 ounces;56.0;74.0;5,59;19.0;Ethiopia;Austin, Texas;USA;Ethiopia
Kenya Tuikit Factory AA;95.0;Chia-Yi, Taiwan;Bungoma, Kenya;Medium Light;NT $300/8 ounces;56.0;72.0;132,28;300.0;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Karen J Kona Red Bourbon;94.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$45.95/8 ounces (currently on sale for $36.76);58.0;80.0;4,41;45.95;Hawaii;Holualoa, Hawaii;USA;United States
Abu Natural Panama Geisha;94.0;Los Angeles, California;Boquete, Panama;Medium Light;$34.95/6 ounces;58.0;78.0;20,55;34.95;Panama;Los Angeles, California;USA;Panama
Colombia Finca Las Margaritas Natural Sudan Rume;94.0;Jersey City, New Jersey;Valle del Cauca growing region, Colombia;Medium Light;$30.00/6 ounces;55.0;73.0;17,64;30.0;Colombia;Jersey, New Jersey;USA;Colombia
Ecuador Finca Carolina Sidra;94.0;Minneapolis, Minnesota;Pinchincha, Ecuador;Medium Light;$29.95/12 ounces;60.0;78.0;8,8;29.95;Ecuador;Minneapolis, Minnesota;USA;Ecuador
Gesha Village Single-Variety Gesha Special Selection;94.0;Hong Kong, China;Bench-Maji Zone, southern Ethiopia;Medium Light;$30.00/8 ounces;58.0;74.0;13,23;30.0;Ethiopia;Hong Kong, China;China;Ethiopia
Indestec El Paraiso;94.0;Carlsbad, California;Cauca, Colombia;Medium Light;$29.00/12 ounces;58.0;74.0;8,52;29.0;Colombia;Carlsbad, California;USA;Colombia
Monteblanco Cold Fermentation Geisha;94.0;Carlsbad, California;Huila, Colombia;Medium Light;$29.00/12 ounces;57.0;73.0;8,52;29.0;Colombia;Carlsbad, California;USA;Colombia
Funky Chicken;94.0;Floyd, Virginia;Nicaragua, Colombia, East Timor;Medium;$13.99/12 ounces ($79.00/5 pounds);46.0;64.0;9,87;;Timor;Floyd, Virginia;USA;
Yemen Al-Obbarat;95.0;Minneapolis, Minnesota;Al-Haimah, Yemen;Medium Light;$49.95/4 ounces;54.0;72.0;44,05;49.95;Yemen;Minneapolis, Minnesota;USA;Yemen
Ecuador Quilanga Typica Yeast Fermentation;94.0;Minneapolis, Minnesota;Quilanga, Ecuador;Medium Light;$22.95/12 ounces;57.0;73.0;6,75;22.95;Ecuador;Minneapolis, Minnesota;USA;Ecuador
Ethiopia Natural Guji PB JackyLai Lot;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Medium Light;NT $300/8 ounces;56.0;76.0;132,28;300.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Wush Wush;96.0;Billings, Montana;Sidama growing region, southern Ethiopia;Light;$33.00/12 ounces;62.0;80.0;9,7;33.0;Ethiopia;Billings, Montana;USA;Ethiopia
Ethiopia Hassen Ware Akrabi;94.0;Spokane, Washington;Guji Zone, Oromia region, southern Ethiopia;Medium Light;$15.00/8 ounces;58.0;74.0;6,61;15.0;Ethiopia;Spokane, Washington;USA;Ethiopia
Costa Rica Luis Campos Anaerobic;94.0;Billings, Montana;Tarrazu, Costa Rica;Medium Light;$23.00/12 ounces;58.0;76.0;6,76;23.0;Rica;Billings, Montana;USA;Costa Rica
Colombia Granja La Esperanza Tres Dragones;94.0;Topeka, Kansas;Valle del Cauca growing region, Colombia;Medium Light;$23.50/12 ounces;60.0;74.0;6,91;45800.0;Colombia;Topeka, Kansas;USA;Colombia
Colombia Finca La Loma Microlot;94.0;Jackson, Mississippi;Huila, Colombia;Medium Light;$16.50/12 ounces;58.0;76.0;4,85;45793.0;Colombia;Jackson, Mississippi;USA;Colombia
Kenya Kiambu AB Uklili 1905 Lot;94.0;Chia-Yi, Taiwan;iambu growing region, south-central Kenya;Medium Light;NT $300/8 ounces;58.0;76.0;132,28;300.0;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Elida Natural Dragonfly Lot;95.0;Henderson, Nevada;Alto Quiel, Panama;Medium Light;$20.00/12 ounces;54.0;70.0;5,88;20.0;Panama;Henderson, Nevada;USA;Panama
Kona Laurina Pointu;94.0;Holualoa, Hawaii;Kona, Hawaii;Medium Light;$50.00/ 7 ounces;56.0;70.0;25,2;50.0;Hawaii;Holualoa, Hawaii;USA;United States
Dadaocheng Garden Blend Espresso;94.0;Yilan, Taiwan;Ethiopia, Guatemala;Medium;NT $350/200 grams;52.0;68.0;175;12.34567901234568;Guatemala;Yilan, Taiwan;Taiwan;Guatemala
Ethiopia Dimtu;95.0;Floyd, Virginia;Hambela Wamena District, Guji Zone, Ethiopia;Medium Light;$20.99/12 ounces;58.0;82.0;6,17;20.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Ethiopia Sidama Anaerobic;94.0;Minneapolis, Minnesota;Sidama (also Sidamo) region, Ethiopia;Medium Light;$19.75/12 ounces;58.0;78.0;5,81;19.75;Ethiopia;Minneapolis, Minnesota;USA;Ethiopia
Kenya Kiri Peaberry;94.0;San Diego, California;Ngiriambu District, Kenya;Medium Light;$19.00/12 ounces;56.0;74.0;5,59;19.0;Kenya;San Diego, California;USA;Kenya
Ethiopia Violent Andromeda Natural;94.0;Taipei, Taiwan;Gedeb District, Gedeo Zone, southern Ethiopia;Medium;NT $600/200 grams;48.0;66.0;300;21.164021164021165;Ethiopia;Taipei, Taiwan;Taiwan;Ethiopia
Kenya Nyeri Yerihar AA Lot 1901 Espresso;95.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $325/8 ounces;52.0;78.0;143,3;325.0;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Costa Rica Aris Red Honey Lot 1901 Espresso;95.0;Chia-Yi, Taiwan;Costa Rica;Medium;NT $200/8 ounces;50.0;68.0;88,18;200.0;Rica;Chia-Yi, Taiwan;Taiwan;Costa Rica
100% Kona Bourbon Pointu Laurina;95.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$62.95/8 ounces;53.0;75.0;27,76;62.95;Hawaii;Holualoa, Hawaii;USA;United States
Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2;94.0;Taipei, Taiwan;Boquete, Panama;Medium Light;NT $1600/4 ounces;54.0;72.0;1410,93;1600.0;Panama;Taipei, Taiwan;Taiwan;Panama
El Salvador Finca El Cerro Natural;94.0;Floyd, Virginia;Apaneca-Ilamatepec Mountain Range, El Salvador;Medium Light;$22.99/12 ounces;58.0;78.0;6,76;22.99;Salvador;Floyd, Virginia;USA;El Salvador
Halo Hartume Espresso;94.0;Madison, Wisconsin;Gedeb District, Gedeo Zone, Ethiopia;Medium Light;$17.90/12 ounces;57.0;77.0;5,26;45917.0;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Giusto Organic Espresso Blend;94.0;Lexington, Virginia;Not disclosed;Medium;$14.25/12 ounces;48.0;60.0;4,19;14.25;;Lexington, Virginia;USA;
Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01;95.0;Yilan, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $550/200 grams;60.0;78.0;275;19.400352733686063;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Ethiopia Mulegeta Sintayehu Washed;94.0;Yilan, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $500/100 grams;59.0;77.0;500;17.636684303350968;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Ecuador Eugenioides Natural Finca Perla Negra;94.0;Minneapolis, Minnesota;Pichincha, northern Ecuador;Medium Light;;55.0;73.0;;;Ecuador;Minneapolis, Minnesota;USA;Ecuador
Panama Esmeralda Geisha Natural;96.0;Minneapolis, Minnesota;Boquete growing region, western Panama;Medium Light;$19.95/4 ounces;56.0;74.0;17,59;19.95;Panama;Minneapolis, Minnesota;USA;Panama
Ethiopia Suke Quto Honey;95.0;Minneapolis, Minnesota;Guji Zone, Oromia Region, south-central Ethiopia;Medium Light;$19.75/12 ounces;52.0;70.0;5,81;19.75;Ethiopia;Minneapolis, Minnesota;USA;Ethiopia
Kenya FSC AB;94.0;Taichung, Taiwan;Kirinyaga District, south-central Kenya;Medium;NT $1,000/100 grams;50.0;67.0;1;;Kenya;Taichung, Taiwan;Taiwan;Kenya
Ceri Ceri Meriah Coffee;94.0;Jakarta, Indonesia;West Java, Indonesia;Medium Light;IDR $120,000/200 grams;54.0;72.0;60;;Indonesia;Jakarta, Indonesia;Indonesia;Indonesia
Alamendah Patuha Coffee;94.0;Jakarta, Indonesia;West Java, Indonesia;Medium;IDR $120,000/200 grams;50.0;66.0;60;;Indonesia;Jakarta, Indonesia;Indonesia;Indonesia
Holiday Blend;94.0;Hong Kong, China;Southern Ethiopia;Medium Light;$8.00/100 grams;54.0;74.0;8;0.2821869488536155;Ethiopia;Hong Kong, China;China;Ethiopia
2019 Celebration;94.0;Emeryville, California;Kenya, Guatemala;Medium;$18.75/12 ounces;47.0;67.0;5,51;18.75;Guatemala;Emeryville, California;USA;Guatemala
Kenya Kiandu Peaberry;95.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $570/200 grams;56.0;74.0;285;20.105820105820104;Kenya;Taipei, Taiwan;Taiwan;Kenya
Sumatra Raja Harimau Lintong Espresso;96.0;Chia-Yi, Taiwan;Lintong growing region, northern Sumatra, Indonesia;Medium;NT $275/8 ounces;44.0;61.0;121,25;275.0;Indonesia;Chia-Yi, Taiwan;Taiwan;Indonesia
Panama Esmeralda Geisha Portón Oro Yeast;94.0;Los Angeles, California;Alto Quiel, Panama;Medium Light;$69.95/6 ounces;59.0;77.0;41,12;69.95;Panama;Los Angeles, California;USA;Panama
Kenya Kiambu Peaberry Uklili 1904 Lot;94.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $300/8 ounces;50.0;68.0;132,28;300.0;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Kenya Kiambu AB Uklili 1903 Lot;94.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT$300/8 ounces;52.0;70.0;132,28;300.0;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2;94.0;Chia-Yi, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $300/8 ounces;56.0;78.0;132,28;300.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Nansebo Worka;95.0;Floyd, Virginia;Yirgacheffe, southern Ethiopia;Medium Light;$20.99/12 ounces;56.0;74.0;6,17;20.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Panama Elida Geisha Natural 1029;97.0;Los Angeles, California;Boquete growing region, western Panama;Medium Light;$100/18 grams;54.0;74.0;555,56;3.527336860670194;Panama;Los Angeles, California;USA;Panama
Port of Mokha Yemen JSP;97.0;Hong Kong, China;Al Hayma growing region, Al Kharijiyah District, Sana’a Governorate, Yemen;Medium;$60.00/100 grams;44.0;58.0;60;2.1164021164021163;Yemen;Hong Kong, China;China;Yemen
Panama Elida Natural Catuai;95.0;Los Angeles, California;Alto Quiel, Panama;Medium Light;$21.95/12 ounces;58.0;78.0;6,45;21.95;Panama;Los Angeles, California;USA;Panama
Cate Natural G5;95.0;Yilan, Taiwan;Jimma growing region, southern Ethiopia;Medium Light;NT $200/200 grams;52.0;70.0;100;7.054673721340388;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Harimau Tiger Sumatra;96.0;Madison, Wisconsin;Mandheling growing region, northern Sumatra, Indonesia;Medium Light;$17.20/12 ounces;52.0;70.0;5,06;45705.0;Indonesia;Madison, Wisconsin;USA;Indonesia
Gachami Kenya;94.0;Madison, Wisconsin;Kirinyaga District, south-central Kenya;Medium Light;$19.20/12 ounces;56.0;72.0;5,64;45707.0;Kenya;Madison, Wisconsin;USA;Kenya
Ethiopia Natural “Phoenix”;95.0;Taoyuan City, Taiwan;Ethiopia;Medium;NT $1,400/8 ounces;44.0;60.0;0,44;;Ethiopia;Taoyuan, Taiwan;Taiwan;Ethiopia
Costa Rica SL-28 Yellow Honey Espresso;95.0;Taoyuan City, Taiwan;Central Valley, Costa Rica;Medium Dark;NT $1,300/8 ounces;38.0;46.0;0,44;;Rica;Taoyuan, Taiwan;Taiwan;Costa Rica
Washed Geisha Hacienda La Esmeralda Jaramillo Special;97.0;Boulder, Colorado;Boquete growing region, Panama;Medium Light;$125.00/4 ounces, limited availability;56.0;76.0;110,23;125.0;Panama;Boulder, Colorado;USA;Panama
Panama Perci Geisha Natural;96.0;Branford, Connecticut;Volcan, Panama;Medium Light;$60.00/8 ounces;52.0;72.0;26,46;60.0;Panama;Branford, Connecticut;USA;Panama
Elida Estate Geisha Green-Tip Natural;98.0;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$100.00/21 grams;54.0;78.0;476,19;3.527336860670194;Panama;Boulder, Colorado;USA;Panama
Washed Kenya;95.0;Taipei, Taiwan;Muranga County, South-Central Kenya;Medium;NT $550/225 grams;47.0;67.0;244,44;19.400352733686063;Kenya;Taipei, Taiwan;Taiwan;Kenya
Panama Hacienda La Esmeralda Super Mario Geisha;96.0;Newtown, Sydney, Australia;Boquete growing region, western Panama;Medium Light;AUD $18.00/18 grams;54.0;78.0;100;;Panama;Newtown, Australia;Australia;Panama
Kenya Gakundu FCS Kamviu Wet Mill;94.0;Toronto, Ontario, Canada;Embu County, Eastern Province, Kenya;Medium Light;CAD $21.00/12 ounces;56.0;78.0;6,17;;Kenya;Toronto, Canada;Canada;Kenya
Rukira Kenya;94.0;Portland, Oregon;Nyeri growing region, south-central Kenya;Medium Light;$15.00/250 grams;58.0;80.0;6;0.5291005291005291;Kenya;Portland, Oregon;USA;Kenya
Gesha Village Lot #85 Natural;95.0;Madison, Wisconsin;Bench-Maji Zone, southern Ethiopia;Medium Light;$39.95/8 ounces*;54.0;72.0;17,61;39.95;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ethiopia Natural Yirgacheffe Banko Gotiti;94.0;Chia-Yi, Taiwan;Kochere Woreda, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $325/8 ounces;52.0;70.0;143,3;325.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Indonesia Sumatra Gayo Espresso;94.0;Taoyuan City, Taiwan;Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia;Dark;NT $1200/16 ounces;36.0;44.0;264,56;1200.0;Indonesia;Taoyuan, Taiwan;Taiwan;Indonesia
Ethiopia Limu Nano Challa Lot #10;94.0;Youngstown, Ohio;Jimma Zone, Oromia State, Ethiopia;Medium Light;$16.25/10 ounces;54.0;74.0;5,73;16.25;Ethiopia;Youngstown, Ohio;USA;Ethiopia
Best of Panama GNEP-01 Elida Geisha Green Tip Natural;97.0;Branford, Connecticut;Boquete growing region, western Panama;Medium Light;See website for more information;55.0;73.0;;;Panama;Branford, Connecticut;USA;Panama
Geisha XO;96.0;San Diego, California;Valle de Cauca, Colombia;Medium;$60.00/8 ounces;54.0;62.0;26,46;60.0;Colombia;San Diego, California;USA;Colombia
Colombia Finca La Maria Geisha Natural;96.0;Los Angeles, California;La Mesa, Cundinamarca, Colombia;Medium Light;$54.95/6 ounces;57.0;74.0;32,3;54.95;Colombia;Los Angeles, California;USA;Colombia
Panama Finca Kalithea Natural Geisha;96.0;Chia-Yi, Taiwan;Chiriqui growing region, Panama;Medium Light;NT $750/4 ounces;55.0;79.0;661,38;750.0;Panama;Chia-Yi, Taiwan;Taiwan;Panama
Panama Hacienda La Esmeralda Super Mario 6 Geisha;95.0;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$60.00/8 ounces;51.0;71.0;26,46;60.0;Panama;Boulder, Colorado;USA;Panama
Panama Geisha Alto Jaramillo;94.0;Santa Monica, California;Alto Jaramillo, Boquete growing region, western Panama;Medium Light;$40.00/4 ounces;53.0;71.0;35,27;40.0;Panama;Santa Monica, California;USA;Panama
Colombia Laderas del Tapias Estate Natural Geisha;94.0;I-Lan City, Taiwan;Neira, Caldas Department, Colombia;Medium Light;NT $1350/230 grams;52.0;70.0;586,96;47.61904761904761;Colombia;I-Lan, Taiwan;Taiwan;Colombia
Gesha Village Natural Lot #19;94.0;Yilan, Taiwan;Bench-Maji Zone, southern Ethiopia;Medium Light;NT $1200/100 grams;58.0;80.0;1200;42.32804232804233;Ethiopia;Yilan, Taiwan;Taiwan;Ethiopia
Gesha Village 1931 Lot 27;94.0;Charlottesville, Virginia;Bench-Maji Zone, southern Ethiopia;Medium Light;$50.00/8 ounces;60.0;78.0;22,05;50.0;Ethiopia;Charlottesville, Virginia;USA;Ethiopia
Ethiopia Sidamo Gora Kone;94.0;Sacramento, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$19.00/12 ounces;59.0;72.0;5,59;19.0;Ethiopia;Sacramento, California;USA;Ethiopia
Kebele Village Espresso;94.0;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.10/12 ounces;52.0;70.0;5,03;45674.0;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Panama Finca San Sebastian;94.0;Thermopolis, Wyoming;Boquete growing region, western Panama;Medium Light;$12.00/12 ounces;53.0;71.0;3,53;12.0;Panama;Thermopolis, Wyoming;USA;Panama
Yirgacheffe Gedeb G1 Natural;94.0;New Taipei City, Taiwan;Gedeb District, Gedeo Zone, southern Ethiopia;Light;NT $350/8 ounces;62.0;83.0;154,32;350.0;Ethiopia;New Taipei, Taiwan;Taiwan;Ethiopia
Kenya Kiambu Uklili AA;95.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $350/8 ounces;52.0;68.0;154,32;350.0;Kenya;Chia-Yi, Taiwan;Taiwan;Kenya
Ethiopia Guji Shakisso Natural Lot 24;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $260/8 ounces;53.0;71.0;114,64;260.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Washed Yirgacheffe Nafasha Lot;94.0;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $275/8 ounces;55.0;77.0;121,25;275.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
El Salvador;94.0;Hong Kong, China;Tecapa Chinameca growing region, southeastern El Salvador;Medium;$19.65/8 ounces;47.0;59.0;8,66;19.65;Salvador;Hong Kong, China;China;El Salvador
Cup of Excellence Rwanda Champion;94.0;London, England;Karongi District, Western Province, Rwanda;;£40.50/10 capsules;0.0;0.0;;;Rwanda;London, England;United Kingdom;Rwanda
Ethiopia Kayon Mountain Natural;94.0;Lexington, Virginia;Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia;Medium;$21.00/12 ounces;50.0;70.0;6,17;21.0;Ethiopia;Lexington, Virginia;USA;Ethiopia
Ethiopia Natural Yirgacheffe Blue Donkey Lot;94.0;Chia-Yi, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $300/8 ounces;57.0;75.0;132,28;300.0;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Geisha Village Auction Lot #11;94.0;Madison, Wisconsin;Bench-Maji Zone, southern Ethiopia;Medium Light;$25.75/4 ounces;52.0;75.0;22,71;25.75;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ethiopia Yirgacheffe Chelelektu Natural;96.0;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;58.0;82.0;5,29;18.0;Ethiopia;Boulder, Colorado;USA;Ethiopia
Kenya Kimaruri;94.0;Santa Monica, California;Nyeri growing region, south-central Kenya;Medium Light;$23.00/12 ounces;54.0;72.0;6,76;23.0;Kenya;Santa Monica, California;USA;Kenya
Kenya Handege;94.0;Austin, Texas;Thika growing region, central Kenya;Medium;$19.00/12 ounces;53.0;65.0;5,59;19.0;Kenya;Austin, Texas;USA;Kenya
Colombia Valle del Cauca Cerro Azul Geisha;96.0;Jersey City, New Jersey;Valle del Cauca Department, western Colombia;Medium;$25.00/150 grams;48.0;67.0;16,67;0.8818342151675485;Colombia;Jersey, New Jersey;USA;Colombia
